SaleID,ExhibitionID,Item,Qty,Price,Date
1419,1419,o%j@fbN#!j,40,783.08,1963-03-24
1420,1420,VQNNYPEAnJ,45,924.05,1963-09-10
1421,1421,pm^G z0Fl4,90,483.88,1970-09-10
1422,1422,$ 5oVyNbx@,94,582.79,2005-03-09
1423,1423,dVtK!xY!qy,34,754.87,2024-07-13
1424,1424,#jNxhiz9GJ,84,279.05,1963-11-17
1425,1425,vjvebLor3T,2,273.56,1964-10-12
1426,1426,hFhHZjHrsA,47,751.06,XRN6KI
1427,1427,Olsp#XYQo1,18,573.02,2016-01-12
1428,1428,K5Q7n^m5AA,76,943.11,1956-03-03
1429,1429,Nd7@nqLY$N,52,89.29,2016-07-26
1430,1430,gKvjPCRl^!,10,881.98,2015-11-18
1431,1431,HkqjCmqdRM,22,124.6,1955-01-05
1432,1432,C%rDyv^zua,87,471.77,1984-08-05
1433,1433,luH&hUE5e5,63,639.66,1971-08-01
1434,1434,O!mEhcTyiX,9,213.11,1995-04-18
1435,1435,mMEJ0$ziwi,7,116.51,ToY7jy
1436,1436,4Kq wuVWyc,74,699.32,2004-09-11
1437,1437,00^igAUT^S,83,848.9,1951-11-21
1438,1438,cIC#swfTPZ,88,962.54,2005-02-14
1439,1439,rqsUA77To5,13,664.84,1956-01-08
1440,1440,Qhad^GZpTA,29,684.9,1954-09-25
1441,1441,*fKgD3z#*T,23,829.57,1997-03-08
1442,1442,g430XS0#gn,66,60.77,2010-04-08
1443,1443,ULDg80rNKr,61,307.37,2014-03-22
1444,1444,$e%BZ7g%kN,6,967.45,1960-03-24
1445,1445,AUEwuxWR*j,25,884.7,2017-12-27
1446,1446,ug952xPfLg,74,968.65,1987-03-01
1447,1447,tjwl0c9j0D,57,237.16,1951-01-15
1448,1448,4$06A7LYyW,71,975.22,1993-05-22
1449,1449,yXAa0c5jmN,56,739.94,2025-12-12
1450,1450,$39dq*U$oP,14,702.03,2000-06-12
1451,1451,Y2Rq c133#,51,320.32,1974-10-21
1452,1452,#o0b1COMNX,54,58.47,1976-02-18
1453,1453, kzI0JLO62,16,120.54,fQ2Xl2
1454,1454,$!sBb7r&L#,59,572.37,2004-02-03
1455,1455,jqcszvFVLW,31,179.54,2008-07-14
1456,1456,*yiLJtH&Ta,19,803.53,2021-08-10
1457,1457,cbIlVq&agj,87,601.9,2018-12-06
1458,1458,M%v1^ppUTg,71,564.43,1998-06-11
1459,1459,qYMySMiXZH,75,38.17,1986-08-23
1460,1460,sm4JgAMgM&,50,763.63,1988-04-16
1461,1461,z40By4kkbO,67,370.8,1952-06-05
1462,1462,y2cLAjF$ID,31,703.86,2011-12-01
1463,1463,WC3!kIz1Z*,57,412.81,1954-09-23
1464,1464,J&AMWJsFap,92,277.21,2002-06-27
1465,1465,@nnAVrsUSN,96,370.43,2019-08-03
1466,1466,Qtl%%l*NH5,72,379.87,2012-05-04
1467,1467,FgJ#ey7s9m,39,736.12,2006-09-05
1468,1468,A@E@jx#aH ,2,35.14,1984-12-22
1469,1469,nqa4Je 3HD,77,917.61,2016-07-10
1470,1470,YO9RrDpPih,72,917.37,1972-04-18
1471,1471,InhB4EvTN6,53,360.34,2010-05-28
1472,1472,dq$JiLZ^^B,72,271.13,1977-02-17
1473,1473,9iwCpLv18K,4,684.31,1999-01-11
1474,1474,2bSWRTNmjo,6,637.21,2002-07-01
1475,1475,vY75q0#j67,86,428.45,1956-08-05
1476,1476,Ew*gq96bG!,71,372.29,2023-02-08
1477,1477,KEKOx303f%,69,575.76,1993-04-06
1478,1478,gQOE%iVoHq,58,945.06,1992-10-03
1479,1479,9ZC!4Z^zQD,81,514.86,1973-03-17
1480,1480,TxJR!c06@#,14,70.31,1985-05-27
1481,1481,jE$9UARC!v,34,353.84,1957-03-01
1482,1482,XoK^R5iSZ*,56,228.94,1970-06-26
1483,1483,JOX%K28n n,39,477.8,2008-02-13
1484,1484,$2eVjTRRTG,75,59.61,xXM9m0
1485,1485,Gv^1Fe^S*x,67,429.96,1952-06-05
1486,1486,U5ZS* 3r&f,49,30.74,1963-12-13
1487,1487,uzgAu!t25c,82,265.85,2009-12-13
1488,1488,D9FLQAxu!*,66,826.4,la8Ptv
1489,1489,Vm0USv^sl$,42,480.59,1962-06-15
1490,1490,P$3gK9%k#0,56,587.69,1962-10-24
1491,1491,D8IlW%u0Zo,12,168.32,2017-02-23
1492,1492,$B%QEM*NyN,45,730.37,2003-07-20
1493,1493,&O&kOZ#u y,29,642.89,1967-05-02
1494,1494,AyAec&KYZ6,75,351.85,1972-11-19
1495,1495,rAQWpTZlbH,92,453.32,1963-07-06
1496,1496,AIU%lQEh3f,61,171.81,1955-08-22
1497,1497,d1D3Ti7*aP,74,389.18,1985-11-20
1498,1498,a%1VyP1Mou,32,805.8,1956-03-22
1499,1499,DCeZVK yi2,61,813.03,1972-08-28
1500,1500,TNGkz!^K22,34,622.69,1950-06-19
1501,1501,%RbY^RR7nK,23,530.67,2001-10-15
1502,1502,hb%9&QmREs,10,175.53,1988-05-06
1503,1503,FYaSn$8Dmn,99,285.91,1996-06-02
1504,1504,zoGmYPOkz3,92,162.02,1979-12-13
1505,1505,FUr4^oED0T,40,695.45,1974-07-17
1506,1506,Jq1L366os$,4,660.79,1961-11-25
1507,1507,yPxNcdt4S@,46,844.05,1981-07-02
1508,1508,DYyhFz$6oy,48,21.3,1961-02-08
1509,1509,!vzlnshuvr,74,61.37,1973-03-06
1510,1510,HT5CVGB70t,12,989.84,1985-01-27
1511,1511,Vq5*41P#^1,53,612.97,1962-06-01
1512,1512,XNskDW#@qD,10,661.18,1963-07-27
1513,1513,#U%LNxEIRl,8,634.19,1999-11-02
1514,1514,#Bs2tVwS8h,69,153.75,2017-10-15
1515,1515,b9MbuPeihL,44,809.29,2020-07-11
1516,1516,qLtr4Jw!#l,20,279.95,rUMfOJ
1517,1517,1gj@EvQHM6,88,150.26,qsDZQL
1518,1518,nvo7lPy6@0,24,329.6,2011-02-12
1519,1519,ea&mPCNW4r,22,486.97,1991-07-05
1520,1520,hO*!Nvxm z,49,383.16,1979-03-24
1521,1521,89^nsGSyoQ,45,862.18,1950-03-13
1522,1522,&S0YqdA$H5,2,948.28,1958-04-21
1523,1523,c^&n%hYm!r,26,833.77,1977-04-25
1524,1524,vy7bC2kuqv,28,685.02,1978-09-05
1525,1525,75KIIjVcKW,57,43.2,ByidQ2
1526,1526,%eSFWGoYFp,12,512.44,2014-02-04
1527,1527,Y1EF0iopdE,72,693.52,1985-12-11
1528,1528,J#uEK*s5tT,59,202.76,2019-01-26
1529,1529,c#!B%#hnHe,53,655.9,1979-05-12
1530,1530,JaX6ZO1CID,15,633.91,1965-09-17
1531,1531,9%I %B2pRV,42,803.66,kW22tz
1532,1532,WxyswNqq3j,20,152.12,2021-08-16
1533,1533,!$78^CP9Pa,64,527.35,1992-12-22
1534,1534,zVVVNBbSE0,40,809.92,2020-04-25
1535,1535,8SQOSoC&oX,72,813.18,rPQUrz
1536,1536,i8PpDhTGhp,65,273.4,1975-10-26
1537,1537,&z%4ZqezPY,8,382.92,1967-02-20
1538,1538,9SB!ghqWBu,43,729.15,1969-05-21
1539,1539,P Qyn^!zdI,4,964.45,CXVVO4
1540,1540,vxx@AxClTn,40,181.86,1965-03-28
1541,1541,qqks8qnu7f,45,144.19,1988-04-09
1542,1542,P27z8 KHgt,39,25.09,1956-08-20
1543,1543,Dq1L&qYZ2C,23,821.63,1993-03-11
1544,1544,fk#^ad$b9y,14,343.35,2021-12-25
1545,1545,DPGgz60Xn^,38,960.31,2015-08-19
1546,1546,$73xM%Ba%M,88,300.3,1990-04-05
1547,1547,FRqZx0DYHt,33,281.2,HGnmLN
1548,1548,WhjwRNbvfk,8,732.1,1964-01-27
1549,1549,gx*#dSRD*9,39,565.13,1997-06-11
1550,1550,SW^41JB5Hk,16,173.57,2000-01-10
1551,1551,ljanw8o#WC,19,360.2,1971-11-04
1552,1552,9dppUU1bXX,61,604.57,GhqOs4
1553,1553,PKqDJ@HSQm,79,734.41,2000-06-13
1554,1554,*DOFjdqu^B,11,145.25,1965-05-22
1555,1555,xr3Yqt85Kc,60,490.19,r1tz9z
1556,1556,ITFs3!701Z,65,990.84,1974-10-22
1557,1557,DSIGd4LqPY,95,225.97,2022-01-20
1558,1558,b3YDg2x!51,97,899.99,2000-12-09
1559,1559,XnMwU&@FKW,19,926.17,2023-06-23
1560,1560,EnJZOQGPi^,97,191.53,2004-03-24
1561,1561,I2$XmIAcWG,97,800.62,1973-06-20
1562,1562,l00pQl8Z5T,74,435.87,1952-11-03
1563,1563,$xRJqQSPHz,22,870.04,1992-11-03
1564,1564,#a%a7rvGZn,99,598.07,1992-12-21
1565,1565,7gdvw#Ph5&,27,604.51,1956-04-06
1566,1566,*&ATFb50w0,69,417.65,1951-04-16
1567,1567,&LXrjvw8Al,86,159.51,1999-08-28
1568,1568,S$oIBhBNo7,50,469.26,2013-10-08
1569,1569,PUF79tr4S5,63,509.6,1964-02-04
1570,1570,PcY#HyrUFj,80,782.03,1965-04-16
1571,1571,l$PUZsO&F0,46,334.43,1956-06-07
1572,1572,D5CVQ6Rds9,57,452.95,1983-09-24
1573,1573,X$a0FmaT8O,25,965.75,rd2hTq
1574,1574,ZzzAgBTvSH,58,470.41,2009-03-09
1575,1575,xPvzOsLYuA,59,409.36,1955-07-21
1576,1576,MS7DYM$wpf,4,701.07,1970-07-23
1577,1577,rq@em$g6iZ,44,468.46,2010-05-28
1578,1578,w9s#AqO9OL,18,632.24,1963-03-18
1579,1579,zyQ3jbcgM4,46,657.97,1966-12-09
1580,1580,IS@Lufdl&j,61,167.97,1975-12-13
1581,1581,w^7cWcMKZL,63,925.77,1987-08-04
1582,1582,PvSQjh1mtn,99,198.55,1977-12-24
1583,1583,m&aA2Lcuw*,96,533.18,1998-01-26
1584,1584,!CDyvJ#X^e,32,350.52,2017-08-22
1585,1585,Tklcm #r@A,39,448.75,1986-02-01
1586,1586,Vz&L575f!Q,59,859.68,2019-11-25
1587,1587,%ASYbf^@A1,39,263.95,1991-06-08
1588,1588,@fiOab m8L,90,17.49,1973-08-21
1589,1589,NixgC&zL!4,43,425.48,1961-07-07
1590,1590,yzpq$s%qoz,7,201.0,2024-05-28
1591,1591,O^ oxU4utG,99,615.64,1966-12-26
1592,1592,qlYdvp4*9L,14,469.85,2018-08-25
1593,1593,!8QGewZuh0,83,256.04,1961-08-16
1594,1594,kCGAcYerlC,49,771.91,VdmiGq
1595,1595,ZuPheD#Z&*,67,610.82,1997-06-20
1596,1596,*LPk*Jnvl1,98,224.86,1966-08-06
1597,1597,C1pGTZlxV*,24,406.44,1967-05-14
1598,1598,nM%t3jMHGy,51,108.57,1954-10-04
1599,1599,Bv1i@#G&jG,34,35.64,1990-06-02
1600,1600,EoyJ3u6Mry,61,863.09,2025-08-06
1601,1601,UpOd%YxyXn,66,987.68,1950-12-23
1602,1602,0*3EG15fUr,19,642.69,2006-07-07
1603,1603,Qi5Icl!tU*,73,18.81,2009-06-03
1604,1604,j@qW#E4a&1,7,777.99,2023-02-12
1605,1605,gH%*^TICL#,69,154.52,n2J9Db
1606,1606,DDYHST7&mr,22,652.28,2023-04-23
1607,1607,xq6cwG3oYR,96,13.1,1969-07-02
1608,1608,yRcm25vcW4,20,422.91,1961-03-09
1609,1609,7h$EHbenRo,29,229.73,2001-08-27
1610,1610,aNMDT#uQiw,87,484.62,1980-08-09
1611,1611,NxPp1D9mkg,71,115.87,1980-08-08
1612,1612,0Mc9YGtZy0,37,943.14,2007-11-28
1613,1613,mX6I*RgRqj,1,181.61,2020-02-21
1614,1614,Icj6!A!m$p,30,821.79,twAzpJ
1615,1615,A8wfg@ag@S,91,649.97,2000-11-06
1616,1616,2O3Bcy^n1y,93,265.89,2021-09-04
1617,1617,fViLKeV*Kr,40,894.59,qaN6MF
1618,1618,f3u05JsUV@,51,669.87,1981-08-25
1619,1619,n3GgRcrFGj,4,761.72,1974-06-24
1620,1620,ecG0nFHd&m,9,730.9,2022-10-25
1621,1621,cK$SBqA387,12,762.24,1957-03-18
1622,1622,KIGIA7e@9y,31,435.59,1960-05-23
1623,1623,IybgNiS!6a,91,32.57,1996-06-27
1624,1624,ypAKZynrAA,63,291.59,1988-02-02
1625,1625,!^h j@qYub,4,960.53,2002-10-06
1626,1626,z7SvabkirG,70,136.99,1999-01-11
1627,1627,1tuWeBr*T!,63,783.02,2020-11-08
1628,1628,fwNhBEF678,33,898.39,9IPiaU
1629,1629,a%!95r4Nwb,7,790.76,1995-05-13
1630,1630,#&fMFsewgv,99,912.59,1994-04-18
1631,1631,wdjKf0pb#o,59,54.56,2018-12-21
1632,1632,mXx%hvTX54,1,462.32,1963-09-13
1633,1633,YQt90*%E$e,92,745.98,1974-06-25
1634,1634,oxsutLprAf,59,337.19,1983-01-19
1635,1635,HSjHZZErfj,100,743.71,1985-06-25
1636,1636,l@i iX*WVl,5,710.72,1998-09-11
1637,1637,F@Wxek!br^,97,897.69,1980-04-12
1638,1638,46rAVY7T$g,93,961.1,2007-11-03
1639,1639,f$x3qD26&f,11,196.92,1977-11-27
1640,1640,kZt8Fs8g#Q,58,410.68,1958-04-13
1641,1641,v%9%V4f^MR,14,123.99,1979-09-24
1642,1642,8dNx11Q%FJ,89,84.82,G6oFoV
1643,1643,mvCrYyl!KY,45,661.62,1970-03-24
1644,1644,V0klZjXgCD,78,365.7,1958-10-16
1645,1645,OK4Zv#JxGK,81,324.33,1954-03-20
1646,1646,hg97V*&qsN,36,64.77,2009-10-14
1647,1647,oBBcw4*icX,24,33.75,1975-07-25
1648,1648,qoYXS^5Ngm,13,221.87,1950-02-15
1649,1649,Ruf7mknS3w,70,680.87,2012-11-20
1650,1650,R258^dIH3C,82,941.95,1976-08-27
1651,1651,8#nBkTeyTW,53,108.33,2021-10-15
1652,1652,paNTN99djk,1,384.33,1975-07-03
1653,1653,kBqMP6qQA1,66,635.08,1971-06-06
1654,1654,ZSd zjA$#r,12,369.75,1968-12-20
1655,1655,4ymprT*8p!,19,447.05,1972-10-03
1656,1656,kbhEgMB a1,82,655.54,1959-08-07
1657,1657,ffoa@p*QhU,36,228.4,1997-07-18
1658,1658,UcdfPTdcFi,31,512.22,sSFqjP
1659,1659,oraSD3iW8H,99,174.71,xrYVLZ
1660,1660,XywaNLQpEL,28,278.22,1991-07-26
1661,1661,Q^ZUaymJVH,57,901.96,1977-02-13
1662,1662,@YcBSoT7Q@,99,467.06,fXi4n7
1663,1663,2#i#Ok14P*,23,227.38,1994-09-09
1664,1664,qjrHcFyJVy,70,411.2,2004-07-01
1665,1665,CkK5soVwz0,79,178.64,1971-05-10
1666,1666,vgR At&Uqj,6,81.11,1985-06-23
1667,1667,MC!lwq6mf ,51,274.89,1950-04-26
1668,1668,wkNtCvNZ%g,14,106.33,1977-02-22
1669,1669,TcvM@OM8lY,56,735.51,1980-10-04
1670,1670,%bRrLcbail,50,98.63,2000-04-13
1671,1671, i&LF*^hz ,24,121.15,2019-09-06
1672,1672,aNVJw8OKOZ,47,482.88,1958-01-02
1673,1673,exWcfEId#D,58,135.42,1982-11-06
1674,1674,^#7tuI#B 8,61,880.99,1972-07-23
1675,1675,cPJ#oMp!A3,58,945.3,2013-09-19
1676,1676,Y%qZym&4*m,9,161.93,cVw993
1677,1677,s%K13HQEtg,43,797.21,2015-11-23
1678,1678,&W$YiLUU!e,100,144.73,1957-02-25
1679,1679,9VH2uCUnPp,15,787.85,2013-04-27
1680,1680,Q3QqhkL3%W,94,623.13,1991-05-01
1681,1681,sUT#%x2s^z,2,412.98,1991-02-22
1682,1682, 2RfOaLenk,50,283.84,2014-10-27
1683,1683,rWev!8wvWz,39,507.0,1955-06-13
1684,1684,CgG6V c04Y,14,277.17,3fDxlQ
1685,1685,NqUrB7EPQN,65,782.62,1971-11-05
1686,1686,jX7sO*qUL$,68,211.03,2015-01-21
1687,1687,7$wIf1EpdF,66,702.18,tN8zQ7
1688,1688,#Qid@oQinw,19,85.73,1959-02-17
1689,1689,f4@DL Wdb%,19,729.13,1982-02-15
1690,1690,i#CB4t2H%T,41,554.08,1998-07-06
1691,1691,YES1WKuqI^,7,151.94,1963-05-16
1692,1692,87&*8oIIWH,91,123.66,1967-07-20
1693,1693,c48K eHnKS,100,345.72,1970-07-09
1694,1694,tzpjkFdb@x,23,37.44,1951-09-02
1695,1695,iDGv$djOHX,7,705.47,1986-05-13
1696,1696,NSGtAXp!bl,10,940.26,1981-08-11
1697,1697,E%0vtmbQGZ,72,455.68,1994-10-15
1698,1698,xP Fh@8Lm3,47,75.75,1988-06-26
1699,1699,XyVvhKTs0d,54,942.41,2014-04-10
1700,1700,6WZWL4LYMr,68,948.95,1977-10-22
1701,1701,OhEk#0*60s,78,266.19,2004-04-11
1702,1702,I3MwdZ608u,78,983.46,1994-05-02
1703,1703,*&fimu6oqH,44,367.83,1963-07-13
1704,1704,X@nd27iX@*,72,292.76,1966-04-13
1705,1705,5ZePx&cz2O,59,208.39,2024-09-28
1706,1706,JAc&Zbm1wl,85,347.76,1976-03-05
1707,1707,OVBb89jR60,48,585.66,MdYDM1
1708,1708,zQe^Pq7#DX,4,327.92,1979-09-14
1709,1709,$4n6TPoUxW,88,248.11,2002-07-15
1710,1710,XDCLFbXo^y,71,205.88,2003-12-17
1711,1711,o!E mezdzg,51,993.7,2017-12-19
1712,1712,TLwasHL#3z,57,382.24,1986-09-25
1713,1713,KdMXZSJ1zH,37,881.32,1971-12-03
1714,1714,kmS5gtiLIJ,38,709.13,2001-03-01
1715,1715,3ge3L*6W4S,3,54.37,1965-12-25
1716,1716,uJQnDDyBF@,97,363.3,2012-12-05
1717,1717,RWcMJ7G8lI,77,932.53,2014-05-11
1718,1718,#ypb1FkeK4,1,648.99,1975-05-17
1719,1719,QDLHT%#GrY,27,471.98,1999-01-11
1720,1720,i@3K^VMkG7,61,32.25,1970-08-06
1721,1721,4N$u^n7NKp,64,280.15,1983-04-26
1722,1722,BDCJ0&%fdP,94,360.19,1969-11-15
1723,1723,O1Cq^kZJfh,17,921.79,1980-12-01
1724,1724,mrg5QMRa*c,54,432.46,1996-10-27
1725,1725,l69EaR2!^ ,3,556.54,1991-01-19
1726,1726,OWunUaAYNC,98,603.88,1958-08-15
1727,1727,jXOcIU $u@,36,91.65,1979-07-11
1728,1728,I46iZ04ofj,91,530.98,1959-05-05
1729,1729,QddBw NXGZ,55,539.77,2022-03-09
1730,1730,nh%vz7un2h,92,826.99,1985-05-22
1731,1731,h5iFV%fd$R,83,99.32,2013-04-28
1732,1732,egi4lHmKqR,90,363.82,2016-06-22
1733,1733,ofbBzGJbib,71,507.01,2009-07-25
1734,1734,u2f2F5mZ8R,61,123.26,vHnW1J
1735,1735,t!bsmpEUHr,49,191.24,1982-01-21
1736,1736,CnPHujKoI@,100,117.18,1959-05-06
1737,1737, dSb1rIT%j,90,205.26,2001-06-16
1738,1738,1EC0seIyHf,14,945.28,2018-10-14
1739,1739,g2reO HxuI,21,776.93,1964-06-13
1740,1740,MbB0RcTp1K,31,72.54,2005-05-01
1741,1741,7tfmaonA O,87,151.65,1985-06-27
1742,1742,4Wcrq5a^8G,34,965.14,2023-11-12
1743,1743,BE*7QuWx3S,99,906.51,2024-10-01
1744,1744,Jeq^$d!@%D,1,383.7,1957-06-23
1745,1745,8tg2E8gj!^,47,25.7,1967-05-24
1746,1746,w282zOiqZu,86,192.78,1979-11-09
1747,1747,l5FJ!pxOWF,91,131.43,1989-04-27
1748,1748,0alH 3g%g1,100,711.13,zVJ3qp
1749,1749,SRBXdFJqM$,85,609.4,XOBmrs
1750,1750,5@05PVkuo9,83,300.69,1950-01-21
1751,1751,8QD26UKbj&,17,804.75,2018-12-02
1752,1752,sd93Xyo%*d,70,702.26,1975-06-09
1753,1753,N4EzB09&t1,30,129.52,1950-03-15
1754,1754,JF!Rr2zQUZ,17,615.9,2008-10-02
1755,1755,*%qbTuOpLG,2,710.46,1986-03-17
1756,1756,QKWw5XSgDt,54,170.52,2024-07-03
1757,1757,D$*Cqp7dwW,46,671.45,1996-07-15
1758,1758,K3xmpc0omO,18,17.76,1963-05-24
1759,1759,k*5avZ xP$,68,237.96,1971-06-08
1760,1760,sZWxnZSAid,45,74.46,xB7KL4
1761,1761,IhwZ4f6nv*,59,214.58,2022-06-16
1762,1762,PWPGD4Nrl6,17,363.82,1960-09-18
1763,1763,jmzsLyxlXi,25,52.42,1959-04-03
1764,1764,dVOV4Q$iH3,73,163.94,2025-07-11
1765,1765,FSXnRhk0G1,45,756.09,1989-04-07
1766,1766,^u!Y4!iPYJ,9,658.84,1953-08-11
1767,1767,E5@E#2G4^C,80,363.68,1974-09-23
1768,1768,zPMx9DL4eK,80,361.83,1956-02-12
1769,1769,vvtD!9f2n#,84,507.97,0YVd0U
1770,1770,jD7cDH@tvw,25,509.45,1984-09-26
1771,1771,OI7K270i&Q,26,660.98,1994-11-23
1772,1772,c4EyMZTf@V,80,198.7,kjiJIa
1773,1773,us5nBHXZf^,43,288.96,1992-08-24
1774,1774,0i6zFZr gk,5,521.69,2004-01-26
1775,1775,ctMTov84Bu,22,725.12,1964-03-05
1776,1776,qZ*6K9iCm1,42,453.88,1950-04-08
1777,1777, n7ZRCMpYA,32,490.41,1976-07-11
1778,1778,w@l H5!2qa,53,330.95,1957-05-28
1779,1779,4T$19vD*@c,26,803.76,2001-01-01
1780,1780, 2pJaU#vDP,99,868.4,2022-03-27
1781,1781,Xd5oiPR%1B,88,471.68,2008-11-19
1782,1782,lGSJDH9^$k,70,285.07,1983-04-13
1783,1783,3$^0FK@61M,97,815.45,2002-09-04
1784,1784,39AK mDJi ,50,717.02,1987-05-03
1785,1785,eN^Cbe7U%H,47,431.25,1989-11-12
1786,1786,t^v@hCm c!,48,55.24,1986-09-13
1787,1787,VgMv9Az2F!,45,120.55,1958-08-16
1788,1788,9!jptjePz@,60,711.7,1968-07-09
1789,1789,coqC*2*84e,66,962.15,rG7q9i
1790,1790,49RGigADwq,6,408.59,1987-02-05
1791,1791,!yv%BDqRz#,100,16.56,1959-03-17
1792,1792,D6bseQ6jZN,36,30.13,2003-03-12
1793,1793,7EqK9DvxU@,77,215.82,2025-12-23
1794,1794,!U&zbU!ySy,21,940.17,1993-08-27
1795,1795,CQBAlBlebw,29,82.26,2019-06-28
1796,1796,em81r3Ir#E,46,491.53,1964-02-28
1797,1797,KJvJ9A1P@l,34,918.87,1960-04-11
1798,1798,oPX6DVBr#t,4,580.39,1977-02-24
1799,1799,WRHwpcvWOw,92,247.23,1957-11-17
1800,1800,IWlkEHhvv7,27,118.38,1998-12-06
1801,1801,TVi8*&5$xk,79,667.09,2009-08-02
1802,1802,%mnoN4o56D,27,420.95,1969-09-24
1803,1803,pbEgThz&Nu,78,888.21,1979-10-23
1804,1804,VUHajy@@wt,71,366.25,1979-08-11
1805,1805,6g6tG@LE@!,1,752.14,1989-09-19
1806,1806,ai973yR!8V,38,794.27,1971-05-25
1807,1807,6E48y*FWpn,45,124.39,2024-07-23
1808,1808,^@BIKdQanj,12,676.12,1998-04-09
1809,1809,EOTpT*6Rle,87,26.28,1957-03-24
1810,1810,e^5yaaY8Z$,2,837.04,1976-02-23
1811,1811,x@N@!nSP3K,44,813.27,1974-04-09
1812,1812,rZ5tFDjP 3,36,103.11,utkyDb
1813,1813,xkCMoa5YZZ,80,862.86,6RIa3j
1814,1814,c g45M8GmS,83,169.98,1994-12-20
1815,1815,E!w707F@ch,69,11.12,1960-07-24
1816,1816,3vYRJMTIJP,72,802.18,1984-05-07
1817,1817,KNVYMUUMEc,14,548.17,1986-11-27
1818,1818,43plLCo58U,70,372.03,npqU11
1819,1819,ZmDRg0h9Y!,25,494.51,1961-08-10
1820,1820,$SU$Lmg!P2,91,336.48,2023-11-06
1821,1821,K9c4fgn7!1,47,434.75,YZUC99
1822,1822,ahTobMeMmE,70,134.03,1999-01-18
1823,1823,QbcvAOQA@V,95,881.29,2016-05-27
1824,1824,gna mXJQPo,83,157.4,1989-07-05
1825,1825,Hi2j!UvWm1,1,279.72,1988-05-12
1826,1826,MlJ6nIeD5V,9,588.78,1980-03-26
1827,1827,UQOQPqiUDF,67,946.87,2010-03-03
1828,1828,u!1rt$2I@f,83,111.87,1957-04-07
1829,1829,J2eD9FzuwF,97,15.94,1995-03-13
1830,1830,mElbuVSvz8,31,352.39,N4R5Gn
1831,1831,pvUjtnCMJ ,61,805.15,1998-10-01
1832,1832,fiTB &dIt$,5,777.21,1995-10-07
1833,1833,7H!ltOCgqO,57,282.61,2014-01-03
1834,1834,kd7wHoxV9*,8,794.54,1979-06-24
1835,1835,p!ehyDhaPx,32,364.1,bHAHyM
1836,1836,Cvri!cIWP%,59,325.48,2009-06-28
1837,1837,*SPn A@Xg&,40,814.65,2012-06-14
1838,1838,Z@R5GmoyAV,4,647.35,2020-02-23
1839,1839,mRi%PvA3 L,29,138.71,2012-12-09
1840,1840,kLdGhBflTQ,31,845.69,m9dfp5
1841,1841,&9!5l0bMJo,67,798.94,1952-05-09
1842,1842,k7qft2s!Z6,29,394.39,2009-05-21
1843,1843,CGLKUSkUc ,7,25.09,2011-12-21
1844,1844,G1r!ZSR9I*,53,21.27,1979-07-16
1845,1845,j@Pj*afafQ,56,589.72,2013-09-14
1846,1846,ptIPpc8%x8,14,609.96,1971-01-10
1847,1847,T06vO%d%C ,53,919.78,1977-05-22
1848,1848,wtkf2XEUQn,77,145.92,1990-12-10
1849,1849,lGTs6K2y!V,23,659.85,KtxACg
1850,1850,oh0@U!A3RF,84,726.83,1992-04-21
1851,1851,pap^XHWt$m,15,935.41,1999-11-06
1852,1852,X22#Z%Gl9h,83,633.71,1986-05-26
1853,1853,fjnJWLJTzc,15,727.18,2023-11-03
1854,1854,CdZxeBJzpV,1,446.41,b9dCSS
1855,1855,^A^zRcJ#0g,76,923.75,1993-03-15
1856,1856,XSR0Sp@SC ,42,407.09,1951-11-05
1857,1857,J3Egw2^6Pc,40,422.23,2008-02-20
1858,1858,LfcHfaAm0d,75,347.73,2021-06-01
1859,1859,ENMkg1fdKf,58,532.42,1978-09-16
1860,1860,eZdb9wZ*MF,9,861.19,2024-03-02
1861,1861,TghOAt#aWG,12,639.71,p7LWfj
1862,1862,O6QgLZgva3,3,342.08,1969-09-06
1863,1863,EcZwbfW0ms,49,39.81,1974-08-15
1864,1864,T6nvhTACeQ,81,418.89,1989-06-26
1865,1865,W$#yXFbgJJ,7,414.6,1965-06-07
1866,1866,Vkvu0^Vpto,47,281.59,1958-06-24
1867,1867,ll%ovnTD8J,13,495.6,0TYAS5
1868,1868,JfHxR6% Qj,58,46.28,1982-03-06
1869,1869,LP1Aa883sB,26,921.4,1999-11-01
1870,1870,2ZtMZYypap,21,23.31,2010-02-21
1871,1871,j^2#oW$7Aa,60,18.83,pVSaHx
1872,1872,T$yePTbS$z,72,478.29,ipMLCL
1873,1873,%aiiLaUP4*,55,473.37,2000-10-14
1874,1874, 0@6^BZu1u,33,525.16,2005-06-08
1875,1875,73cdPK75zd,9,607.0,1972-01-20
1876,1876,HfumCarWr9,18,932.76,1981-01-03
1877,1877,pBy d8tOva,81,371.51,1958-02-20
1878,1878,T6LsibyuLW,53,157.9,0iRnhR
1879,1879,k*SwLR1%rf,68,953.37,2019-10-06
1880,1880,t9TTQ0WalH,5,394.03,1956-04-02
1881,1881,B8wqO4^2xQ,100,230.2,1986-03-08
1882,1882,t6evY5st9H,13,98.65,1959-07-22
1883,1883,op9 #RhCCv,71,560.28,1999-07-26
1884,1884,z$rHK@xPtV,89,87.24,1966-02-19
1885,1885,4DV@BR7 e&,70,837.74,1964-04-14
1886,1886,&75LUg%PSy,20,414.08,1956-04-28
1887,1887,SfCLgosTRc,18,200.13,1997-11-15
