FeedbackID,ExhibitionID,AttendeeID,Comments,Rating
743,743,743,f!wQ0aL%Av,2
744,744,744,nbzccT!Okq,3
745,745,745,tF@chg5TV6,2
746,746,746,iq*Pcs@5h8,1
747,747,747,S3qqL%51Jz,4
748,748,748,7MtPrUVFQ2,5
749,749,749,9Fvab&yqLF,5
750,750,750,VYX%Ui9%Hq,2
751,751,751,nWz6nHEyMo,3
752,752,752,xZd&%gS1hO,3
753,753,753,@vh&eCo%ik,5
754,754,754,OFf3sFQ@kL,3
755,755,755,^3FBuGdq#W,3
756,756,756,UPALviBNDS,4
757,757,757,*vQsyehIAR,5
758,758,758,L^jOY06foX,5
759,759,759,b4U HvfjMM,4
760,760,760,zYymA4t2&w,5
761,761,761,7#99Uo65Uv,2
762,762,762,KCKyKpFH1m,4
763,763,763,06T! $Gkyg,3
764,764,764,DRrItJH&XV,1
765,765,765, r33CG 8V1,3
766,766,766,8aper0s@^9,4
767,767,767,ckw5i$pW3T,5
768,768,768,n9uhK1*UqU,4
769,769,769,kbiKc!A2Vc,1
770,770,770,lax8kqZTJx,1
771,771,771,YRmayqerVk,2
772,772,772,w8Q8DBm$M8,1
773,773,773,v6bRg1Wubq,5
774,774,774,j^g4SVnxcc,2
775,775,775,Ky$ej4r!!N,3
776,776,776,T9* Mo6B@i,1
777,777,777,q4cO!45F8g,3
778,778,778,T10nlz*%7D,2
779,779,779,xfQ6*22UdC,4
780,780,780,rPr0TU D@U,1
781,781,781,bjOp@8kLaH,3
782,782,782,Mi3EagIOZU,3
783,783,783,@Qw4fTZDg8,3
784,784,784,PmY5#UA3kT,1
785,785,785,#mM76Z bUW,1
786,786,786,pWo0wtWfet,4
787,787,787,6T0jm%%mcM,1
788,788,788,KpC pZ48NU,3
789,789,789,B35OE$*OSB,4
790,790,790,yMh 8CBy2W,5
791,791,791,ZgC&s0O5D3,1
792,792,792,dxLd2ND1JY,4
793,793,793,OZo284tJd7,1
794,794,794,oUYs9gd5CZ,4
795,795,795,hf8QqqdeYp,4
796,796,796,@v$z^Hoou1,3
797,797,797,RVqAGQB4$T,4
798,798,798,m2MUv!0&y*,1
799,799,799,Rfg0UDYx1a,3
800,800,800,tGY$dfnbi1,2
801,801,801,UH1OSe95IZ,1
802,802,802,vxS2lQ0fQT,1
803,803,803,eB3$GXxhf0,3
804,804,804,sOO3w@qawV,2
805,805,805,akioo88*ui,5
806,806,806,%UBhor9Uo^,2
807,807,807,^!e@3!p w7,5
808,808,808,as$ !YfhNg,5
809,809,809,qIeWfQCaBY,5
810,810,810,^gy@ZJr#dy,1
811,811,811,VVkSXMTR o,4
812,812,812,F7S2$MgsyC,1
813,813,813,kE3$#i8iJO,1
814,814,814,6uRwexu2hU,4
815,815,815,3NBvrWaxEU,1
816,816,816,l@&$WfED#&,1
817,817,817,TRhzf2b!O ,4
818,818,818,wYd S8w7Z9,2
819,819,819,3C%*PQ6HR7,5
820,820,820,iv&5gNf#xq,2
821,821,821,&50EdmS2f&,4
822,822,822,NJXlCUNV7v,3
823,823,823,w#S2hYR3!c,3
824,824,824,%^@1#HOY@h,4
825,825,825,H %8@m^!zB,2
826,826,826,1bBO1t$ Lk,2
827,827,827,VnyYbHj2V!,2
828,828,828,hWCmXYjMHD,4
829,829,829,D7OrsMaa0V,3
830,830,830,sVy2^A3G8p,4
831,831,831,TTw*@mw 33,1
832,832,832,mFajWG6$*I,2
833,833,833,3txqoBBg@*,1
834,834,834,bHxKWuad@o,2
835,835,835,wyqVpKkclE,1
836,836,836,0gQ^lEEWw4,1
837,837,837,fO qDhpNB!,1
838,838,838,7elQ9s2Yv&,1
839,839,839,sEl7$4pBH4,1
840,840,840,ftKF5@poeX,2
841,841,841,g3F*dagtd4,3
842,842,842,rfkPqJsNL4,3
843,843,843,W7yib!@1pG,2
844,844,844,dVU83GRYIx,3
845,845,845,HNGLoIDxti,5
846,846,846,u4%qB& gul,2
847,847,847,$6Fq!nqDem,2
848,848,848,&4etx@MfsP,4
849,849,849,FxXvIueINf,4
850,850,850,X6qBnxkkJw,4
851,851,851,YtPP2W^MOn,2
852,852,852,1Cp9T&vF2Z,4
853,853,853,A0UQdHy%Ef,5
854,854,854,1DJx9u8CP1,3
855,855,855,O2%rZ&44Jj,3
856,856,856,%TBzT!eSR&,5
857,857,857,w^uz^4DUbp,4
858,858,858,D4g&PtIJp8,5
859,859,859,X@wAmWC$1!,3
860,860,860,qeluN#IkAI,5
861,861,861,@2w9s0$oZ*,4
862,862,862,&12mNSmULG,1
863,863,863,DKwcdkiFZh,2
864,864,864,LW aElg@aS,4
865,865,865,53u7a3R c0,4
866,866,866,$N9!YM1q&S,4
867,867,867,E$n8rJX73S,4
868,868,868,OAgtOqW0MB,2
869,869,869,#Q3jxo!5P^,1
870,870,870,%Wwnhx5 oH,5
871,871,871,M51!D!xn5Q,5
872,872,872,cAhzEtz853,5
873,873,873,cobDGk1VzO,2
874,874,874,D8!utpQF#d,4
875,875,875,e^Ql^@BSu2,5
876,876,876,50hbTuZkhc,3
877,877,877, Ms9gV5oXF,1
878,878,878,s@I%Nk%Fhs,4
879,879,879,pHVvCjNDgU,3
880,880,880,4y8CjFQ2HR,3
881,881,881,TvVjUAuQS^,4
882,882,882,PdLmMQnYiz,5
883,883,883,fJqJLM4ttN,5
884,884,884,E!sNG24Khm,5
885,885,885,hE9WeyIfaC,3
886,886,886,qFO2dAwp #,2
887,887,887,Y&&mfNCL3y,4
888,888,888,oEsI$KM$&$,5
889,889,889,e3jm%0G3KZ,4
890,890,890,Br%Z@UkW3w,3
891,891,891,!%lqAqpc4#,4
892,892,892,4Qym@vCv8Q,4
893,893,893,9eHDjyD1PS,5
894,894,894,VpbVEhy$ND,5
895,895,895,sTH5QLfQWn,2
896,896,896,j^wTcFK5@N,3
897,897,897,uvFag4zDXM,2
898,898,898,q to##8$sx,5
899,899,899,yPfdxf9#ui,4
900,900,900,5RxN4VI1dR,4
901,901,901,!#f#uDdl!1,3
902,902,902,SoM%BH9bNb,2
903,903,903,$6End65O!v,5
904,904,904,v !GcH@3Qi,5
905,905,905,YM276Sepz$,1
906,906,906,Kc7A#DA&bI,2
907,907,907,jd@HMtzFRl,3
908,908,908,HVQgDAlKV!,5
909,909,909,r7ahZxQ!yD,3
910,910,910,IjroHRv#MN,2
911,911,911,AEeStbHfPg,2
912,912,912, AFtL1KvPs,2
913,913,913,N &mwyDRmF,3
914,914,914,3^YtgN15Uh,5
915,915,915,Uyc&sqBvnn,5
916,916,916,k1F5hz&Lrz,3
917,917,917,qvkVNXneWO,5
918,918,918,NfnYEpxS0K,5
919,919,919,DYWBpzyuMa,1
920,920,920,Ld$X@rWHrs,3
921,921,921,Ty1!6tEO83,5
922,922,922,s&*BFTQzk!,3
923,923,923,^qJda eP Z,3
924,924,924,@dB^w5PjMD,2
925,925,925,Oo%hMD 00x,5
926,926,926,LiLX4wBAv8,2
927,927,927,ttjaz0E5^N,3
928,928,928,eMsPPKjwmh,4
929,929,929,Ot9VJeZhw8,2
930,930,930,iZ&NI@ R&&,4
931,931,931,xHZiQ83#Rk,5
932,932,932,wX&PFM*#Id,2
933,933,933,oo&l27 NcZ,3
934,934,934,D5R XMPLGA,4
935,935,935,bBbyjcWB4A,2
936,936,936,Fqo4 &e6rg,4
937,937,937,nz7TansknU,5
938,938,938,!O*oxj946J,4
939,939,939,woYORi4bWt,5
940,940,940,vCxqppFRka,2
941,941,941,xZW@2&bPLg,4
942,942,942,dtCrGuByb!,5
943,943,943,5wKhqv$yMX,4
944,944,944,Qbg6Kwjs@P,5
945,945,945,h19g#3T^ui,1
946,946,946,Xa^NLzWE^b,2
947,947,947,RUB5 TdMJ*,5
948,948,948,oL $XkDkn^,5
949,949,949,c2QDhc0JAu,1
950,950,950,$$f0&!bUXT,3
951,951,951,NI0pUE6jW1,4
952,952,952,C5CD@wY1w9,4
953,953,953,6S4FQw6kiY,2
954,954,954,K$MOwXeGF&,2
955,955,955,&vO RhddEB,5
956,956,956,D8l&JhBu$3,2
957,957,957,S%$6QLbY1g,5
958,958,958,Oc4nYl2y0c,2
959,959,959,*jR2KyjWwk,1
960,960,960,V1$s8Qz5r0,3
961,961,961,gxrw!hiG50,4
962,962,962,O%PkMYUIIy,1
963,963,963,c&nPsAvKkw,4
964,964,964,J*04eMNbsh,1
965,965,965,C#Y3c@lR74,1
966,966,966,YLe6!sr3lT,2
967,967,967,dyowesYKE1,4
968,968,968,QmeOVxskgb,1
969,969,969,2zM0J@lSyq,5
970,970,970,&oxTUm3efo,3
971,971,971,Vksw!zPrjb,2
972,972,972,IytFiB4EVr,2
973,973,973,xm^&8jxZiz,2
974,974,974,KEA5DqTfbq,4
975,975,975,c895YXHNKB,5
976,976,976,%9gC1vn6vY,4
977,977,977,9jZ 3VSAsM,3
978,978,978,f9&S%h$6Rb,5
979,979,979,C5#eYd#eyx,5
980,980,980,UEmyNmQMO!,2
981,981,981,Vb4w2RodNQ,1
982,982,982,9!dQrFGXt3,1
983,983,983,X*UKoO$0Sb,3
984,984,984,9LzZG9P!iq,3
985,985,985,fyAH4JY8j7,5
986,986,986,#VlkVmGWE4,1
987,987,987,r9A*obEeG2,3
988,988,988,0gw&#kz!hh,3
989,989,989,MVCvw9WlNK,3
990,990,990,hPnAooFUwm,3
991,991,991,WS$!WhLZu%,5
992,992,992,Id@Pad#8ew,1
993,993,993,YDY4hrKe5i,3
994,994,994,UKUr@7WN15,2
995,995,995,zH7GJr$QBk,1
996,996,996,e!Kspe^d$Z,1
997,997,997,nq2ap8c#xG,3
998,998,998,U7wH7q!21J,2
999,999,999,4UrpYO5TG ,4
1000,1000,1000,dYvgU0Bdyq,4
1001,1001,1001,&aLpSrWA #,2
1002,1002,1002, XLcMuNjMt,3
1003,1003,1003,1%RxUAeCN@,4
1004,1004,1004,@biXWf9oVG,4
1005,1005,1005,u!nTQ&dD8$,2
1006,1006,1006,lPGD$JeCiN,3
1007,1007,1007,Aba ik6W6J,4
1008,1008,1008,G74xPr*Q W,4
1009,1009,1009,c0b*IS%l8#,1
1010,1010,1010,pMxkVNlYf8,1
1011,1011,1011,qb8eiRuHk6,5
1012,1012,1012,fCjxdcDlMq,2
1013,1013,1013,$mzq9If9A4,5
1014,1014,1014,bgQVlUa&pa,5
1015,1015,1015,D*ype0Vc2v,4
1016,1016,1016,LQz&AcJJao,4
1017,1017,1017,61SRoqB$&J,5
1018,1018,1018,oSiQwB5ICX,1
1019,1019,1019,UuOY0M^xTd,5
1020,1020,1020,oH*l0McPEj,4
1021,1021,1021,3Tvezdes5C,3
1022,1022,1022,Y*I*ETY3Es,2
1023,1023,1023,g@OZ&CPN1I,3
1024,1024,1024,2g*%*8*cCq,3
1025,1025,1025,Q$kJAeox9J,5
1026,1026,1026,cbQjj6xtQc,2
1027,1027,1027,bb*S^Zz%JZ,2
1028,1028,1028, V39 dAdSE,4
1029,1029,1029,2xyPlOS43V,4
1030,1030,1030,7$53GDS84Q,3
1031,1031,1031,5SKElNZiea,3
1032,1032,1032,q1#rsJ DKW,5
1033,1033,1033,iM&nD9G*dK,2
1034,1034,1034,&TV d6uF#3,1
1035,1035,1035,7*eJo7jI2R,1
1036,1036,1036,DuA!K6w*1B,3
1037,1037,1037,8hBl 9$Vtx,2
1038,1038,1038,Mx60H#$hW#,2
1039,1039,1039,Uf#n 4S v8,4
1040,1040,1040,hk mGIhi6j,2
1041,1041,1041,st$Y*!3qYX,3
1042,1042,1042,!dqjXMMtLI,5
1043,1043,1043,tw4OE#@E$J,1
1044,1044,1044,Q#1506hBK4,5
1045,1045,1045,syVZCFzfGm,3
1046,1046,1046,dTZ@YTEB!T,1
1047,1047,1047,cJv bB5GzE,4
1048,1048,1048,q#qpPGUO0E,2
1049,1049,1049,QwlWz^Q8Be,1
1050,1050,1050,A6Xof@3Cp&,3
1051,1051,1051,vpD0La%M!U,5
1052,1052,1052,ch9QUVXmgJ,5
1053,1053,1053,vvx*0 dso9,4
1054,1054,1054,^r2GKW!HXk,1
1055,1055,1055,HBQeYK%bKH,3
1056,1056,1056,IM3TYTkveS,4
1057,1057,1057,m&T0a fvLM,2
1058,1058,1058,**mEL5#Y80,4
1059,1059,1059,1wpXFddZoc,4
1060,1060,1060,oYR7cYImdm,5
1061,1061,1061,4pjkw9wH9v,4
1062,1062,1062,C^9&uGf&%U,1
1063,1063,1063,qvYhZOPC2g,4
1064,1064,1064,WZQEpgVnk1,1
1065,1065,1065,765J^RTZiD,3
1066,1066,1066,02G9HJ#gjv,3
1067,1067,1067,ucAp B1%TS,1
1068,1068,1068,VKq3vOYgTX,4
1069,1069,1069,rmQeIu#^lt,4
1070,1070,1070,IN0M@Gl*TW,5
1071,1071,1071,PtIJIovRlB,4
1072,1072,1072,QSi35hTtLn,4
1073,1073,1073,d3yhPCfHgh,5
1074,1074,1074,trhcDavI@v,1
1075,1075,1075,&f&izI6S&&,1
1076,1076,1076,d3 8uleYfQ,5
1077,1077,1077,cfwUchhPlw,1
1078,1078,1078,xdcDwU7Rf ,5
1079,1079,1079,nb5nXg$g!t,5
1080,1080,1080,MS!rJo!*RS,4
1081,1081,1081,8nPygahF#i,1
1082,1082,1082,n#fhZ%a3FY,3
1083,1083,1083,u8M#yooX92,5
1084,1084,1084,YVXkJ9E5UJ,1
1085,1085,1085,9nkut ^bOo,4
1086,1086,1086,71uQ@NAlWZ,3
1087,1087,1087,@OocAWY5h3,3
1088,1088,1088,WBFCbCC2lf,4
1089,1089,1089,GzDJY^zNgh,1
1090,1090,1090,YPMP#Pjb8e,2
1091,1091,1091,jEs2dfon%B,5
1092,1092,1092,$KQZxKx1ly,3
1093,1093,1093,g2eJWow*nq,5
1094,1094,1094,Y$jt!KuPwy,3
1095,1095,1095,Wrr5CfF !e,2
1096,1096,1096,fbnqw4#$Uh,4
1097,1097,1097,n!fHkJ$PwW,3
1098,1098,1098,KJXRa 9Dvs,3
1099,1099,1099,DbJC1y*Jd ,2
1100,1100,1100,9F^vqs8W2o,4
1101,1101,1101,T*11188g5%,5
1102,1102,1102,jRjI@Ke5Z1,2
1103,1103,1103,NBbf5cTLCp,3
1104,1104,1104,eo6B8Bjeyv,2
1105,1105,1105,9sJignsmhQ,1
1106,1106,1106,p&Bbs Cr&Z,3
1107,1107,1107,qtAYdNDd8#,4
1108,1108,1108,dJQub2r2fe,1
1109,1109,1109,kjg9DuKr#a,3
1110,1110,1110,*B EmI5QP0,3
1111,1111,1111,I^Q1V#AZZ%,2
1112,1112,1112,n%ssM$mNNA,3
1113,1113,1113,Z%6z8ed V!,3
1114,1114,1114,ZUR1@CBaci,4
1115,1115,1115,B3Z6s67SI2,4
1116,1116,1116,LrW^PYpfDJ,5
1117,1117,1117,FyC4k@2tM!,3
1118,1118,1118,wPyk5JDCMO,1
1119,1119,1119,^F3Pkj7%pZ,3
1120,1120,1120,XeFnLv&uUB,1
1121,1121,1121,BLhqieQ0xS,4
1122,1122,1122,TL*#eiUFDm,1
1123,1123,1123,dthNxtQSqD,2
1124,1124,1124,&hl2it6 jK,4
1125,1125,1125,BrixaMjn$e,3
1126,1126,1126,HIJ4aSJEn@,5
1127,1127,1127,J*K*T$uoav,3
1128,1128,1128,W#QEaKhY*d,4
1129,1129,1129,SYIpFgV*6y,3
1130,1130,1130,BAM&T&QnYb,1
1131,1131,1131,88yjwf3rpW,3
1132,1132,1132,X5Kv8^^U3S,1
1133,1133,1133,R@fliSPVIW,4
1134,1134,1134,7&TEW^t5hK,4
1135,1135,1135,tG^45Pk0C&,2
1136,1136,1136,gto*aV^xMf,4
1137,1137,1137,GXCcliY9!h,4
1138,1138,1138,FJDmHa8SCq,5
1139,1139,1139,W hwc2K^sZ,4
1140,1140,1140, %X&YFlUKq,4
1141,1141,1141,VfnE2tjOAz,4
1142,1142,1142,#yXQ*Q9MCM,1
1143,1143,1143,FYb HO8yGl,1
1144,1144,1144,pu9D&LMhhU,5
1145,1145,1145,aD9HxJb20F,2
1146,1146,1146,G%y$DAq 4J,4
1147,1147,1147,vM!hjEBF6k,2
1148,1148,1148,p5n^X#IWt^,2
1149,1149,1149,RwcNHi29jt,1
1150,1150,1150,84LxHOGvDG,1
1151,1151,1151,kr&j5RfzeM,2
1152,1152,1152,qq$Lo7Qvc*,5
1153,1153,1153, mh^p6@sM*,2
1154,1154,1154,bHrS0bpY$G,1
1155,1155,1155,3JFFYV69r2,3
1156,1156,1156,34mgAR2Alp,2
1157,1157,1157,93lGb6xquD,5
1158,1158,1158,$8b9 C3X#L,3
1159,1159,1159,bI5lYG79yZ,5
1160,1160,1160,D8Q*xUUBTo,1
1161,1161,1161,$@gbpCAOjq,1
1162,1162,1162,tFx%ELri52,3
1163,1163,1163,v^@%GpymlU,4
1164,1164,1164,HY42G!OcON,1
1165,1165,1165,QG5*o#&v50,1
1166,1166,1166,XDWZS ku R,1
1167,1167,1167,qlQo8Y9Ptg,2
1168,1168,1168,mX*8qaesPe,5
1169,1169,1169,!4A$jtGy*m,5
1170,1170,1170,B4qLGTe2Z ,2
1171,1171,1171,uFy&A6lm$o,4
1172,1172,1172,T3l^pB2$O3,4
1173,1173,1173,&s@K2gK%U8,3
1174,1174,1174,q Yh1^qo06,5
1175,1175,1175,wkUDCs!VHu,2
1176,1176,1176,y5ANOFMjCj,5
1177,1177,1177,hLdYbb5dC&,3
1178,1178,1178,Qs$4fAjky6,4
1179,1179,1179,0d5EKOP 8V,1
1180,1180,1180,rLUpVT^H02,5
1181,1181,1181,yeE iDD$kU,4
1182,1182,1182,nCpJQoExV*,3
1183,1183,1183,S&1kdaFwFv,2
1184,1184,1184,4C9vZE12mF,3
1185,1185,1185,br17tJBaMv,3
1186,1186,1186,y$QL9$c0Rb,2
1187,1187,1187,sSs*8MKvD7,3
1188,1188,1188,P9x#VP&cZs,5
1189,1189,1189,e8mqH#7TDZ,5
1190,1190,1190,iN^TaB Usw,4
1191,1191,1191,wRBJ0WHmf*,4
1192,1192,1192,4aJv2Ni^qD,1
1193,1193,1193,k3nb!MaN13,1
1194,1194,1194,#gKaCB3^D#,5
1195,1195,1195,dDbRiJZ49q,2
1196,1196,1196,2t0D5*qTMd,3
1197,1197,1197,AuK4iYi8k&,2
1198,1198,1198,egpwsQJrHF,1
1199,1199,1199,JaHH$zkRTM,4
1200,1200,1200,$JbtVcPf1o,4
1201,1201,1201,xFZrwVN6OR,5
1202,1202,1202,hPxDm^$ee5,1
1203,1203,1203,PvhU2wjfOr,1
1204,1204,1204,BR$@PE*X!c,3
1205,1205,1205,$y$rJuVGrc,4
1206,1206,1206,e 4ddlzabZ,3
1207,1207,1207,dP Q5Eo2Le,2
1208,1208,1208,g46b4pyLi$,1
1209,1209,1209,nWpwFi#5w2,4
1210,1210,1210,4EprhBT7!I,5
1211,1211,1211,hwouhYKTm ,2
1212,1212,1212,S&rMvjLty0,4
1213,1213,1213,J3X3OwBLwR,2
1214,1214,1214,*m39nfaRzx,4
1215,1215,1215,!&roPYgmre,1
1216,1216,1216,E0&3x6Oaul,4
1217,1217,1217,wvx6LFl 9E,1
1218,1218,1218,k%3hDlhcGN,1
1219,1219,1219,qRPR3!*Yom,1
1220,1220,1220,7I!xskFTK%,4
1221,1221,1221,Y&pEDaXGY0,1
1222,1222,1222,rfvH*71h6!,2
1223,1223,1223,riy&dMObJm,2
1224,1224,1224,5XyVcYh9g0,5
1225,1225,1225,7cxuvNThqW,5
1226,1226,1226,IqXH9YTVRN,1
1227,1227,1227,p^cHw35P4V,2
1228,1228,1228,x3Ytp@ZoG8,3
1229,1229,1229,drXbW6rR$z,1
1230,1230,1230,&8Bl7DDUKk,5
1231,1231,1231,wNKTt udwb,1
1232,1232,1232,Mo3VJIyF*7,4
1233,1233,1233,iaNtZ3wpjS,3
1234,1234,1234,k0uFp35mV*,4
1235,1235,1235,0$aW113tK^,2
1236,1236,1236,lKFM^NjCS9,1
1237,1237,1237,nojy#u!Zs ,4
1238,1238,1238,@laR@ZIZC7,5
1239,1239,1239,eyE4PRvWCN,1
1240,1240,1240,bY7t#UFEVY,5
1241,1241,1241,W*G !U6KAf,5
1242,1242,1242,qKvdZ ShYg,5
1243,1243,1243,ORI^%V*jE8,1
1244,1244,1244,DL2JQocG^I,4
1245,1245,1245,iYruRmOisT,4
1246,1246,1246,A2eVVmIiXQ,5
1247,1247,1247,WOzgayL2Tj,5
1248,1248,1248,KXe3G*vQq8,1
1249,1249,1249,&3Z&!eQ$sR,2
1250,1250,1250,STSDkLqPnl,1
1251,1251,1251,gUarjY0cZZ,4
1252,1252,1252,1qPb#3UpLL,3
1253,1253,1253,M&BOSSb%3Z,3
1254,1254,1254,yv$DS0G1%P,4
1255,1255,1255,qtZOI@yb l,4
1256,1256,1256,k4R9sJKsSK,4
1257,1257,1257,uo8A&Rir7k,5
1258,1258,1258,RU5wN5v0tp,2
1259,1259,1259,u20uqxU58d,4
1260,1260,1260,tSiq  a0 y,5
1261,1261,1261,i0HUn48J9Z,3
1262,1262,1262,VQwi9tOF2u,3
1263,1263,1263,4A63UAGw3*,5
1264,1264,1264,^j4Er1E4$M,2
1265,1265,1265,B oKZvtGMf,1
1266,1266,1266,iI3vN@&I5d,4
1267,1267,1267,#17gaI38jf,5
1268,1268,1268,wh6ehD@KNs,3
1269,1269,1269,LeCxyHufms,4
1270,1270,1270,AGEYcQ G5s,4
1271,1271,1271,rM%#W$K^$Y,5
1272,1272,1272,XsIa2ihz3A,4
1273,1273,1273,nW75ik9OuE,1
1274,1274,1274,vQxcTO6z V,4
1275,1275,1275,qSWn&wJFCv,1
1276,1276,1276,BY$RH7UQK ,5
1277,1277,1277,axwLPN3Ope,5
1278,1278,1278,ghigp$Yf1a,2
1279,1279,1279,r^%bTE2IVR,1
1280,1280,1280,FaWtKgwD$U,5
1281,1281,1281,RvgWrpW%d$,5
1282,1282,1282,Thin@S$M#g,3
1283,1283,1283,jkd#K$As5r,1
1284,1284,1284,Guzl9S$8X$,1
1285,1285,1285,qgR@l%KWoI,4
1286,1286,1286,TY1S%wa*j5,2
1287,1287,1287,Y$Sm&mXSVZ,5
1288,1288,1288,9SdPH@!@3R,5
1289,1289,1289,SYsb7fhNV5,1
1290,1290,1290,Nc54f^GQ%O,5
1291,1291,1291,Z@8&v5@Xma,2
1292,1292,1292,5l2sREaWWd,5
1293,1293,1293,VN9Af^XKdC,5
1294,1294,1294,PLB0J2et78,4
1295,1295,1295,g8gmYCVk&o,5
1296,1296,1296,MNbw&mvCWG,2
1297,1297,1297,XY@5xXTWd4,5
1298,1298,1298,M0!0bTW8Bo,1
1299,1299,1299,g9L9 LRHaQ,4
1300,1300,1300,dr^84@Xjq$,4
1301,1301,1301,OQ@m41X$3s,2
1302,1302,1302,bNBqHlJ0IA,2
1303,1303,1303,TTdn70j6F0,4
1304,1304,1304,IcAVkfhayQ,2
1305,1305,1305,arg7t$2YNp,3
1306,1306,1306,LdfyMCUeBC,3
1307,1307,1307,bYG0MlJthN,2
1308,1308,1308,S%S9qb0t$R,2
1309,1309,1309,NSta1PGc0X,1
1310,1310,1310,AnUBLvT7p@,5
1311,1311,1311,AWtNh^ ld@,2
1312,1312,1312,E1f*Fxh5dR,1
1313,1313,1313,DJry%Ac^H7,2
1314,1314,1314,kcCLk$eUUe,5
1315,1315,1315,5PAT3wC18i,2
1316,1316,1316,k56vE#9IH9,4
1317,1317,1317,QFw3G wZMC,2
1318,1318,1318,Ar5scbnnam,1
1319,1319,1319,zH5R53yuXF,5
1320,1320,1320,dWQKLzr%3S,2
1321,1321,1321,i$vcF$liYJ,5
1322,1322,1322,sU2l3fy^Qz,1
1323,1323,1323,! LYftTz  ,1
1324,1324,1324,0d!g^gbhF#,4
1325,1325,1325,CP3MA22Hyx,4
1326,1326,1326,k6 nbI!nO8,1
1327,1327,1327,v2tJj5$el$,3
1328,1328,1328,2bVaQXFlu@,1
1329,1329,1329,3*nYuj4i$F,4
1330,1330,1330,2o1ay1OzKI,2
1331,1331,1331,@K4kp@u0^k,3
1332,1332,1332,@DdHh48iWG,5
1333,1333,1333,kmk0M5vkxO,4
1334,1334,1334,8rl5&xNRbW,3
1335,1335,1335,AtTb @iTm0,1
1336,1336,1336,xnyizFZxrB,2
1337,1337,1337,qPXJg ^2rI,3
1338,1338,1338,qa2yoi#xI3,2
1339,1339,1339,lm2WWn#B*#,4
1340,1340,1340,NGTWqi8Xp2,4
1341,1341,1341,6lhVH%Qi6Y,3
1342,1342,1342,10PODlcHt4,3
1343,1343,1343,l7Ge82S&&$,1
1344,1344,1344,b@Ht*Fsyf@,5
1345,1345,1345,sBiGZ%2lJo,3
1346,1346,1346,jy4FRMF%J!,2
1347,1347,1347,5bLknoNHZK,1
1348,1348,1348,NCoWtr1koM,5
1349,1349,1349,Z$J9!Fd#AN,3
1350,1350,1350,Zl22MjkS^U,1
1351,1351,1351,JwmF r*#G*,4
1352,1352,1352,E#5Nwb0mHO,1
1353,1353,1353,^AL6*FOjFj,2
1354,1354,1354,o61ja^gC &,1
1355,1355,1355,LwA!$JAnVw,2
1356,1356,1356,Rt$3gZGZJG,1
1357,1357,1357,w$&ksJ 1o2,4
1358,1358,1358,9MFt wvh$@,5
1359,1359,1359,FW!g5sn2yT,5
1360,1360,1360,oOEs^^ESg8,2
1361,1361,1361,9qH4n0w^tr,2
1362,1362,1362,qYJ@g22Ptt,5
1363,1363,1363,q MNuV!jNV,1
1364,1364,1364,v#UUvS5mP6,1
1365,1365,1365,5Cr9meag9D,5
1366,1366,1366,LA^Lj1VcDM,5
1367,1367,1367,lyHpGQhBm!,5
1368,1368,1368,Dj$Y%mV!*d,1
1369,1369,1369,U*ada XaO6,3
1370,1370,1370,J@ybPe9hya,3
1371,1371,1371,!l&Xm4n%pA,4
1372,1372,1372, qlyx$mu$K,5
1373,1373,1373,1kB*Xgzfv6,2
1374,1374,1374,5FkEFnCVq0,1
1375,1375,1375,hYC3Zi^LUY,3
1376,1376,1376,@!I#1Zb%QD,3
1377,1377,1377,awATXeLDpR,4
1378,1378,1378, 7l jGx&Ud,4
1379,1379,1379,aUzV*gFvf4,1
1380,1380,1380,w$fkdmti@w,2
1381,1381,1381,D0cV50aFcT,3
1382,1382,1382,lW^^KpDYV9,1
1383,1383,1383,kxcN2Gdats,3
1384,1384,1384,VlgBOISdWy,1
1385,1385,1385,Uxl1w cGfA,2
1386,1386,1386,xKJ5bN$VrQ,2
1387,1387,1387,7q6iVL0gey,3
1388,1388,1388,3yND3dfR8D,2
1389,1389,1389,N9hkBQq2ew,4
1390,1390,1390,J^#tI#zj*j,1
1391,1391,1391,7xX9gOLMTg,2
1392,1392,1392,D65Z^YBa%9,4
1393,1393,1393,FYveiaF2PO,3
1394,1394,1394,VVapXkoR0B,5
1395,1395,1395,M3LhMCP9Jg,4
1396,1396,1396,gjLI4tVeX5,3
1397,1397,1397,VEFPm*4NY#,4
1398,1398,1398,wGB#HJDc$N,1
1399,1399,1399,P8t%oDjtKz,5
1400,1400,1400,%rSd X#TkN,2
1401,1401,1401,%#u@l63*J*,5
1402,1402,1402,L&xXcK2^kc,4
1403,1403,1403,sYlpGf^wX9,4
1404,1404,1404,nMmFEiPbWC,3
1405,1405,1405,Q3njq2NS$^,3
1406,1406,1406,z1ky$7d0 %,3
1407,1407,1407,@b9I!rY3j%,1
1408,1408,1408,pkzvn!4d#6,5
1409,1409,1409,Ccfo@C1UNW,5
1410,1410,1410,&p3nV$Qy6z,5
1411,1411,1411,Qw1GgfM0K9,2
1412,1412,1412,#!7lEppE@&,2
1413,1413,1413,vd5r13elBf,2
1414,1414,1414,h!C#tcMvR@,3
1415,1415,1415,G*#2ZB8 iL,1
1416,1416,1416,DSz6lH8PDL,1
1417,1417,1417,Tj9VtFDR90,4
1418,1418,1418,wWSbXn1HI&,1
